ID,Race,Age,Gender,undergrad_gpa,math_camp,gre_verbal,gre_quant,gre_total,graduate_gpa
0448,White,28,Trans*,1.54,FALSE,167,146,313,3.89
219,White,20,Male,2.01,TRUE,154,137,291,3.64
1715,White,26,Female,1.36,FALSE,136,165,301,2.11
0119,White,20,Male,3.03,FALSE,139,150,289,3.13
0751,Hispanic,20,Female,3.96,FALSE,139,159,298,3.74
087,White,22,Female,2.69,FALSE,154,133,287,3.84
0733,Native,30,Trans*,2.27,FALSE,165,163,328,2.75
0554,White,21,Female,1.56,FALSE,161,144,305,3.63
1078,White,23,Trans*,2.53,FALSE,134,148,282,2.92
0941,White,21,Male,2.01,FALSE,164,149,313,3.58
484,White,25,Female,1.88,TRUE,134,131,265,3.87
142,Bi-Racial,28,Trans*,1.79,TRUE,145,131,276,3.56
181,Hispanic,29,Trans*,2.73,FALSE,167,135,302,3.59
0991,White,27,Male,1.74,FALSE,150,138,288,3.74
755,White,20,Trans*,3.24,TRUE,145,137,282,3.36
1292,White,25,Trans*,3.03,FALSE,138,158,296,2.93
1595,White,26,Trans*,2.81,FALSE,152,145,297,2.64
077,White,28,Male,2.04,FALSE,170,131,301,2.85
0194,White,24,Male,1.45,FALSE,162,140,302,3.67
0370,White,21,Male,1.6,FALSE,169,132,301,3.38
1903,White,30,Female,3.63,FALSE,139,148,287,3.12
0347,White,28,Female,1.24,FALSE,145,168,313,3.47
1486,White,28,Female,1.6,FALSE,155,145,300,2.87
327,White,28,Trans*,1.7,FALSE,142,137,279,3.35
0628,Native,21,Male,1.63,FALSE,133,156,289,2.18
1735,White,30,Trans*,3.29,FALSE,132,165,297,1.11
1706,Black,24,Trans*,3.32,FALSE,148,144,292,3.95
128,White,23,Male,2.79,FALSE,149,136,285,3.88
700,Asian,26,Male,2.44,FALSE,140,134,274,3.76
0476,Native,24,Male,3.44,FALSE,156,167,323,3.52
0218,White,29,Male,3.58,FALSE,163,130,293,3.5
792,White,28,Male,2.61,TRUE,145,136,281,3.99
504,White,27,Female,1.9,TRUE,161,144,305,2.97
0285,White,22,Female,1.75,FALSE,141,149,290,2.67
128,White,23,Female,3.4,TRUE,162,130,292,2.98
040,Black,26,Trans*,3.23,TRUE,167,142,309,3.45
221,White,27,Female,2.62,TRUE,144,134,278,3.41
1625,Bi-Racial,30,Female,3.65,FALSE,133,146,279,3.69
0506,White,29,Male,2.61,FALSE,132,141,273,3.09
1800,Hispanic,28,Trans*,3.03,FALSE,132,143,275,2.54
777,Black,23,Female,3.05,FALSE,159,138,297,2.89
0266,Black,25,Female,2.57,FALSE,146,166,312,3.89
0500,White,29,Trans*,2.59,FALSE,146,151,297,2.63
1340,Hispanic,26,Male,2.22,FALSE,147,148,295,3.1
177,White,27,Male,3.17,FALSE,133,134,267,3.68
493,Black,28,Male,2.92,TRUE,147,142,289,3.62
277,Black,26,Male,2.6,TRUE,135,136,271,2.33
0137,White,27,Female,1.16,FALSE,160,147,307,3.53
454,Asian,30,Male,3.11,TRUE,145,131,276,3.18
1574,Native,27,Female,1.41,FALSE,148,163,311,1.92
426,White,25,Male,3.67,FALSE,159,143,302,3.56
507,Hispanic,27,Female,2.44,TRUE,134,138,272,3.2
0663,Black,22,Female,3.15,FALSE,154,158,312,2.66
718,White,28,Male,2.58,TRUE,144,131,275,3.03
601,White,30,Trans*,2.78,FALSE,158,136,294,3.47
316,White,28,Male,2.2,TRUE,163,131,294,3.25
714,White,28,Male,3.06,FALSE,138,133,271,2.58
723,Bi-Racial,26,Male,2.55,TRUE,139,151,290,3.81
0725,White,27,Trans*,2.12,FALSE,134,137,271,2.61
0117,White,20,Male,2.15,FALSE,158,163,321,2.72
205,White,30,Trans*,2.69,FALSE,131,130,261,3.15
764,White,26,Female,2.69,TRUE,154,137,291,3.25
480,White,27,Female,1.82,FALSE,159,141,300,2.63
279,White,26,Trans*,2.97,TRUE,156,137,293,3.67
1664,White,27,Trans*,2.81,FALSE,157,146,303,1.86
1932,White,22,Trans*,2.51,FALSE,157,150,307,3.17
715,White,25,Female,2.52,FALSE,159,132,291,2.75
336,White,27,Female,3.14,TRUE,138,131,269,2.53
1915,White,29,Male,1.14,FALSE,137,163,300,3.03
743,Black,25,Female,2.9,FALSE,155,135,290,1.57
014,Asian,24,Female,1.87,TRUE,142,135,277,3.58
0813,Black,23,Female,2.33,FALSE,140,166,306,3.5
055,White,23,Female,1.83,FALSE,144,136,280,3.31
0928,Black,21,Female,1.11,FALSE,152,153,305,3.28
418,White,29,Trans*,1.97,FALSE,165,130,295,3.32
0411,Hispanic,24,Female,1.89,FALSE,166,131,297,3.28
0644,Black,26,Male,2.38,FALSE,142,139,281,3.71
1739,Hispanic,23,Female,3.75,FALSE,147,155,302,3.95
663,Black,26,Male,3.22,TRUE,161,134,295,2.5
0787,White,20,Trans*,2.99,FALSE,132,132,264,2.57
0992,Hispanic,21,Trans*,3.1,FALSE,150,160,310,2.66
215,Hispanic,30,Female,2.8,FALSE,152,135,287,3.15
705,White,28,Trans*,2.97,FALSE,136,133,269,2.02
1087,White,28,Trans*,2.36,FALSE,137,163,300,3.16
448,White,22,Male,2.94,TRUE,157,131,288,3.3
0132,White,24,Male,1.17,FALSE,139,169,308,3.02
1202,Hispanic,24,Trans*,1.9,FALSE,156,164,320,3.63
1310,Hispanic,27,Trans*,2.79,FALSE,156,159,315,2.47
663,White,29,Female,3.45,FALSE,163,140,303,3.36
1182,Black,20,Male,2.85,FALSE,136,133,269,3.29
088,Bi-Racial,30,Male,2.6,FALSE,141,136,277,2.37
0462,Hispanic,29,Male,1.72,FALSE,153,146,299,3.73
1548,Hispanic,22,Trans*,2.91,FALSE,166,138,304,3.48
115,Hispanic,23,Trans*,2.33,FALSE,135,151,286,2.16
0111,White,29,Female,3.75,FALSE,159,146,305,2.31
1280,White,20,Male,1.4,FALSE,151,161,312,3.61
0699,White,22,Male,2.42,FALSE,165,146,311,3.28
0402,Asian,25,Male,3.35,FALSE,133,169,302,3.51
388,White,24,Male,3.35,TRUE,145,139,284,2.8
0167,White,21,Male,1.52,FALSE,139,146,285,3.77
1387,White,28,Female,2.78,FALSE,164,150,314,3.31
1545,Black,24,Trans*,2.39,FALSE,169,147,316,2.83
0739,White,22,Trans*,1.06,FALSE,146,138,284,2.39
1098,White,25,Female,1.71,FALSE,166,134,300,3.92
0275,Black,25,Trans*,1.39,FALSE,137,147,284,2.43
340,Hispanic,24,Trans*,3.12,FALSE,140,139,279,2.2
1645,White,21,Female,1.97,FALSE,138,161,299,3.09
133,White,29,Male,1.66,TRUE,142,131,273,3.32
434,Hispanic,22,Trans*,3.26,FALSE,147,150,297,3.47
0091,Hispanic,28,Female,3.07,FALSE,156,145,301,2.31
0783,White,20,Female,1.8,FALSE,141,133,274,2.72
0472,White,24,Trans*,2.35,FALSE,141,151,292,1.5
528,White,23,Male,2.07,FALSE,137,141,278,2.65
1303,White,21,Male,2.56,FALSE,137,166,303,2.72
1728,White,29,Male,2.89,FALSE,146,158,304,2.04
0951,White,24,Male,2.84,FALSE,151,159,310,2.84
479,Hispanic,22,Male,1.97,TRUE,153,142,295,3.45
670,White,24,Trans*,3.22,FALSE,133,131,264,3.76
167,White,20,Trans*,2.79,FALSE,142,134,276,3.86
0905,Black,21,Trans*,1.05,FALSE,167,170,337,2.46
754,White,26,Male,2.95,FALSE,149,135,284,2.52
1980,Asian,22,Female,3.33,FALSE,149,138,287,3.27
374,White,20,Female,2.16,TRUE,150,136,286,2.92
0960,White,28,Male,1.43,FALSE,140,148,288,1.98
005,Black,29,Male,3.39,TRUE,161,134,295,3.55
1658,Black,22,Trans*,2.06,FALSE,137,141,278,2.56
0297,White,21,Trans*,2.9,FALSE,160,139,299,2.84
191,Hispanic,30,Male,2.75,TRUE,160,132,292,3.3
1747,White,23,Male,1.59,FALSE,145,145,290,3.49
157,White,23,Trans*,2.36,FALSE,138,131,269,2.96
555,Black,20,Trans*,2.55,TRUE,148,134,282,3.33
0449,White,29,Male,2.18,FALSE,135,152,287,2.5
1630,Hispanic,22,Male,2.4,FALSE,162,132,294,3.97
0386,White,23,Male,1.52,FALSE,133,166,299,3.17
334,White,30,Male,3.28,TRUE,143,131,274,3.1
0614,Hispanic,27,Trans*,1.56,FALSE,151,155,306,3.34
1018,White,23,Trans*,1.55,FALSE,150,134,284,1.83
272,Hispanic,26,Trans*,2.48,TRUE,163,139,302,3.28
1499,White,28,Trans*,2.42,FALSE,154,143,297,2.07
347,Black,25,Female,3.28,FALSE,161,134,295,2.94
245,White,25,Male,2.97,FALSE,154,134,288,3.15
1802,White,25,Trans*,1.81,FALSE,133,142,275,2.59
549,Bi-Racial,29,Female,2.65,TRUE,134,131,265,2.62
462,Black,23,Female,1.95,TRUE,137,132,269,3.35
033,White,24,Female,2.37,TRUE,164,139,303,2.88
135,White,22,Male,3.2,FALSE,138,133,271,3.54
1416,Black,21,Female,2.86,FALSE,168,136,304,2.74
715,White,26,Female,3.51,TRUE,153,135,288,3.59
1105,White,23,Trans*,1.58,FALSE,149,131,280,2.96
0633,Hispanic,20,Trans*,1.89,FALSE,130,142,272,2.58
0100,Black,23,Female,2.83,FALSE,148,154,302,2.71
0221,White,28,Male,3.58,FALSE,165,151,316,3.08
739,Bi-Racial,21,Male,2.34,TRUE,141,134,275,3.21
654,Black,24,Trans*,1.84,FALSE,156,139,295,2.42
262,Hispanic,29,Trans*,2.67,FALSE,160,136,296,3.13
1668,White,29,Male,3.35,FALSE,156,152,308,2.4
216,Asian,28,Male,2.1,TRUE,142,132,274,2.63
1789,White,30,Trans*,2.22,FALSE,151,169,320,2.82
0559,Black,27,Male,1.84,FALSE,169,169,338,3.71
372,White,26,Male,1.92,FALSE,149,131,280,2.98
366,White,21,Trans*,2.42,FALSE,143,135,278,2.78
0001,White,26,Female,3.46,FALSE,130,159,289,2.97
0588,Hispanic,26,Male,2.71,FALSE,161,142,303,3.49
0570,Black,22,Trans*,3.13,FALSE,144,141,285,3.39
0681,White,23,Trans*,3.67,FALSE,151,153,304,3.86
1321,White,24,Female,3.18,FALSE,149,130,279,2.37
145,White,25,Trans*,2.84,TRUE,151,137,288,3.68
671,Hispanic,20,Trans*,2.42,FALSE,134,137,271,2.4
1613,White,24,Female,2.67,FALSE,131,145,276,3.53
651,White,30,Female,1.78,FALSE,155,135,290,2.18
614,White,28,Female,2.65,FALSE,155,141,296,3.68
385,Hispanic,26,Female,2.35,FALSE,152,139,291,2.45
1298,White,22,Male,1,FALSE,137,150,287,3.65
0815,White,29,Male,2.77,FALSE,147,153,300,3.24
0842,White,21,Trans*,1.74,FALSE,140,157,297,2.55
1576,White,30,Female,2.41,FALSE,133,153,286,3.76
677,White,24,Trans*,1.94,TRUE,146,145,291,3.51
178,White,27,Female,2.4,TRUE,142,141,283,3.17
0763,White,22,Trans*,3.5,FALSE,132,153,285,3.41
519,Asian,25,Trans*,3.43,FALSE,153,131,284,3.47
624,White,22,Male,3.05,FALSE,152,141,293,3.66
0603,Black,26,Female,3.57,FALSE,133,135,268,2.96
1141,White,29,Trans*,1.5,FALSE,149,162,311,2.65
656,White,30,Male,1.67,TRUE,146,136,282,2.97
424,Black,29,Male,2.75,FALSE,137,137,274,2.84
1438,Hispanic,28,Male,3.97,FALSE,135,152,287,3.11
302,White,24,Trans*,3.32,FALSE,160,131,291,3.69
0550,White,23,Female,3.05,FALSE,140,169,309,3.15
1510,White,27,Male,3.11,FALSE,140,159,299,3.29
1750,White,25,Trans*,3.65,FALSE,161,155,316,2.41
0457,White,25,Male,1.08,FALSE,159,144,303,1.93
435,Asian,28,Trans*,1.65,FALSE,135,151,286,2.68
590,White,20,Trans*,3.23,FALSE,148,137,285,2.55
1601,White,24,Female,3.2,FALSE,158,132,290,2.23
105,White,25,Trans*,2.79,TRUE,143,133,276,3.02
1626,Black,28,Trans*,3.67,FALSE,155,156,311,1.77
1039,Hispanic,24,Female,3.09,FALSE,149,170,319,3.35
1759,White,23,Female,2.92,FALSE,137,168,305,2.43
023,White,30,Female,3.97,TRUE,143,140,283,3.72
0513,Black,23,Female,2.55,FALSE,150,159,309,3.89
072,White,21,Female,3.13,FALSE,168,132,300,2.82
029,Black,20,Female,2.69,TRUE,150,138,288,3.38
776,White,25,Male,2.29,TRUE,155,133,288,3.91
0209,Asian,28,Male,2.92,FALSE,145,141,286,2.98
621,Asian,24,Male,2.14,TRUE,140,133,273,2.86
470,White,30,Male,2.76,FALSE,158,131,289,2.47
0714,White,23,Female,1.91,FALSE,148,155,303,3.12
106,White,29,Trans*,2.21,FALSE,147,147,294,2.77
259,White,30,Male,2.16,TRUE,143,141,284,3.63
786,Hispanic,22,Female,2.95,TRUE,158,140,298,2.96
0395,Hispanic,20,Trans*,1.49,FALSE,159,153,312,3.31
095,White,24,Male,2.1,TRUE,150,134,284,3.11
0364,White,28,Trans*,1.17,FALSE,142,153,295,2.28
0504,White,23,Female,3.45,FALSE,138,145,283,3.27
0685,White,22,Female,2.84,FALSE,139,138,277,3.9
0254,Black,22,Male,1.16,FALSE,144,151,295,3.4
730,White,24,Trans*,2.56,FALSE,149,131,280,3
0187,White,21,Female,3.11,FALSE,133,143,276,1.63
0284,White,21,Male,3.68,FALSE,134,169,303,3.1
0598,Black,25,Trans*,2.6,FALSE,133,146,279,3.99
368,White,30,Male,3.22,TRUE,135,134,269,3.14
009,Black,20,Male,2.35,FALSE,150,131,281,2.76
107,White,26,Male,3.61,FALSE,143,137,280,3.51
1647,Asian,24,Female,2.3,FALSE,133,138,271,1.9
0302,White,25,Female,2.4,FALSE,138,131,269,3.14
315,White,27,Female,3.02,FALSE,142,135,277,2.85
1568,White,26,Female,1.35,FALSE,146,133,279,2.08
0970,White,30,Male,1.94,FALSE,145,161,306,2.21
0226,Black,24,Male,1.1,FALSE,156,164,320,2.58
389,White,22,Trans*,2.87,FALSE,168,138,306,2.46
483,Black,25,Female,1.97,FALSE,147,138,285,2.72
646,Hispanic,24,Male,1.77,FALSE,143,131,274,2.9
0487,White,28,Trans*,2.64,FALSE,155,145,300,3.73
242,Hispanic,30,Female,1.88,FALSE,131,134,265,3.78
0469,White,23,Trans*,1.02,FALSE,144,145,289,2.94
296,Black,20,Male,2.24,FALSE,142,141,283,2.14
778,Black,26,Male,1.56,FALSE,134,133,267,1.98
1005,White,23,Male,1.21,FALSE,149,138,287,3.95
1744,White,27,Female,1.87,FALSE,133,137,270,3.43
771,White,26,Male,2.96,FALSE,133,136,269,3.61
0741,White,20,Male,2.82,FALSE,158,151,309,2.11
226,White,24,Male,3.24,TRUE,146,132,278,3.43
0248,White,21,Female,1.19,FALSE,157,155,312,2.27
482,White,22,Male,2.66,TRUE,135,131,266,3.3
649,White,23,Female,3.99,FALSE,139,138,277,2.87
566,Black,27,Female,2.47,TRUE,140,138,278,3.46
1223,White,22,Female,2.65,FALSE,161,147,308,2.98
438,Asian,28,Trans*,1.87,TRUE,168,131,299,2.75
0727,White,27,Female,1.17,FALSE,151,162,313,2.35
0429,White,30,Trans*,3.72,FALSE,143,134,277,2.67
044,Black,23,Female,2.69,FALSE,137,132,269,2.93
324,White,29,Male,2.64,TRUE,158,144,302,3.2
0349,Hispanic,27,Female,1.14,FALSE,145,138,283,3.06
047,Hispanic,22,Male,2.19,TRUE,150,132,282,3.27
108,White,25,Trans*,1.89,TRUE,146,133,279,2.52
1927,White,24,Female,1.94,FALSE,147,151,298,1.6
013,White,30,Trans*,2.73,TRUE,149,143,292,3.74
614,White,23,Male,2.48,TRUE,145,132,277,3.13
0247,White,28,Male,3.92,FALSE,131,136,267,3.51
075,White,22,Trans*,2.08,FALSE,149,138,287,2.85
1556,White,27,Male,2.28,FALSE,135,156,291,3.58
0826,White,21,Male,2.86,FALSE,167,158,325,3.64
1522,White,27,Male,1.53,FALSE,141,144,285,3.51
1609,Asian,22,Trans*,3.32,FALSE,132,143,275,2.7
553,Asian,23,Trans*,3.34,FALSE,168,132,300,3.3
1114,Hispanic,22,Female,1.75,FALSE,154,137,291,2.17
0087,Black,21,Male,1.81,FALSE,150,139,289,3.72
1707,White,21,Trans*,2.66,FALSE,149,159,308,2.69
0861,White,29,Male,2.88,FALSE,139,138,277,1.96
323,White,26,Trans*,2.14,TRUE,153,156,309,3.53
0989,Black,21,Trans*,2.06,FALSE,166,164,330,3.74
279,Native,21,Female,1.39,FALSE,157,140,297,3.05
490,White,21,Male,2.6,FALSE,145,146,291,2.56
0816,Asian,26,Male,3.82,FALSE,134,162,296,3.37
0213,Hispanic,26,Female,2.78,FALSE,157,136,293,2.71
1876,White,29,Female,2.89,FALSE,143,136,279,2.29
0625,White,30,Trans*,1.29,FALSE,163,149,312,3.88
0773,White,22,Female,3.03,FALSE,131,155,286,2.04
321,White,28,Male,2.42,TRUE,160,132,292,2.61
048,White,25,Male,2.37,TRUE,148,147,295,3.8
744,White,29,Male,3.46,TRUE,130,133,263,2.72
1360,White,22,Female,3.96,FALSE,159,161,320,3.32
0003,White,22,Male,3.63,FALSE,136,150,286,3.02
1573,White,27,Female,2.76,FALSE,156,139,295,3.41
0661,White,30,Male,3.49,FALSE,156,162,318,2.34
420,Asian,22,Male,1.47,FALSE,142,140,282,2.26
730,Bi-Racial,26,Male,2.44,TRUE,157,132,289,3.64
438,White,28,Female,3.02,FALSE,142,131,273,3.62
0372,Hispanic,28,Female,2.6,FALSE,148,136,284,3.72
0049,White,26,Male,3.65,FALSE,150,164,314,2.88
0978,White,29,Female,1.2,FALSE,149,149,298,3.4
0680,White,26,Male,2.8,FALSE,130,145,275,3.37
011,Hispanic,24,Trans*,2.34,TRUE,157,143,300,2.45
0770,Hispanic,26,Male,3.03,FALSE,136,142,278,3.82
0348,Asian,30,Trans*,3.97,FALSE,161,160,321,2.7
0046,White,28,Trans*,1.19,FALSE,143,136,279,3.41
617,White,30,Trans*,2.05,TRUE,148,143,291,3.39
588,Bi-Racial,23,Male,2.77,TRUE,151,133,284,2.42
680,Asian,21,Male,2.74,TRUE,143,131,274,3.32
033,White,22,Male,3.38,FALSE,146,136,282,2.9
192,Native,23,Female,2.3,TRUE,149,148,297,3.49
0011,Hispanic,21,Male,3.37,FALSE,134,163,297,3.03
241,White,25,Trans*,2.95,TRUE,139,133,272,3.41
0401,White,26,Female,2.44,FALSE,152,139,291,2.54
032,White,29,Trans*,3.09,FALSE,152,137,289,2.8
1653,Hispanic,29,Female,2.29,FALSE,169,156,325,2.4
0277,White,24,Female,1.91,FALSE,158,160,318,3.92
573,White,30,Male,2.23,TRUE,137,141,278,3.57
0415,White,21,Trans*,2.45,FALSE,161,162,323,3.13
378,White,30,Female,1.6,TRUE,163,131,294,3.63
0244,Black,27,Trans*,1.37,FALSE,148,146,294,3.5
187,White,24,Female,2.18,FALSE,136,143,279,2.12
206,Hispanic,27,Trans*,2.28,TRUE,132,138,270,3.54
471,White,23,Female,2.36,FALSE,141,137,278,3.58
1353,Asian,28,Trans*,1.84,FALSE,168,156,324,2.07
1698,Hispanic,26,Female,2.93,FALSE,150,165,315,3.23
1477,White,25,Female,1.17,FALSE,154,150,304,3.26
332,Hispanic,25,Trans*,2.69,FALSE,142,132,274,2.75
1422,White,28,Trans*,1.85,FALSE,148,165,313,2.47
685,Black,30,Trans*,2.41,TRUE,137,134,271,2.52
0772,White,24,Trans*,3.45,FALSE,136,143,279,3.18
1498,White,21,Male,3.48,FALSE,149,151,300,2.29
196,White,24,Trans*,2.5,FALSE,150,163,313,2.36
120,Black,26,Female,2.07,FALSE,157,146,303,3.08
047,White,24,Male,3.75,FALSE,143,136,279,3.03
0591,Black,28,Trans*,2.99,FALSE,146,136,282,3.37
622,White,24,Female,2.56,FALSE,133,144,277,2.93
1090,White,27,Trans*,3.47,FALSE,153,161,314,3.27
0101,Hispanic,25,Trans*,1.23,FALSE,137,140,277,3.55
071,White,23,Male,3.04,FALSE,151,142,293,2.89
387,White,27,Female,2.76,FALSE,147,148,295,2.95
0465,White,28,Female,3.11,FALSE,145,149,294,2.59
382,Black,21,Trans*,1.87,FALSE,131,133,264,3.95
269,White,24,Trans*,2.79,TRUE,133,132,265,3.9
518,White,27,Trans*,2.78,TRUE,149,139,288,3.09
557,White,28,Trans*,2.31,FALSE,138,138,276,3.28
1072,Black,24,Female,1.58,FALSE,146,156,302,3.06
076,White,22,Female,2.47,TRUE,152,137,289,3.43
0075,White,25,Male,1.78,FALSE,163,154,317,3.01
0436,White,25,Female,1.86,FALSE,156,143,299,3.86
734,White,28,Female,3.31,FALSE,149,135,284,2.73
143,White,24,Trans*,2,FALSE,155,138,293,2.26
328,White,20,Male,2.8,TRUE,131,144,275,3.31
174,White,20,Female,1.99,FALSE,158,141,299,3.33
1083,Asian,22,Male,1.16,FALSE,153,158,311,3.82
0329,White,24,Male,3.33,FALSE,136,150,286,2.96
220,White,22,Female,2.45,FALSE,149,139,288,3.57
532,White,23,Male,3.16,FALSE,161,140,301,3.58
1656,White,20,Trans*,3.76,FALSE,137,136,273,2.91
1825,Hispanic,20,Trans*,1.41,FALSE,151,145,296,3.61
125,White,23,Male,3.17,FALSE,140,138,278,3.37
110,White,29,Female,3.18,TRUE,137,133,270,3.94
536,Native,20,Trans*,3.63,TRUE,138,164,302,3.5
0963,White,22,Female,2.46,FALSE,160,156,316,1.81
0866,Black,22,Male,3.86,FALSE,132,152,284,3.78
074,Hispanic,22,Trans*,2.12,TRUE,141,138,279,2.74
0924,White,30,Trans*,3.84,FALSE,142,153,295,2.61
646,White,29,Male,3.34,TRUE,144,134,278,2.88
686,Hispanic,24,Female,2.79,FALSE,167,143,310,3.58
393,Hispanic,27,Trans*,2.16,TRUE,162,137,299,2.44
1194,White,26,Female,3.51,FALSE,137,138,275,3.05
1801,White,29,Female,1.88,FALSE,140,167,307,2.07
182,White,20,Female,2.72,FALSE,140,131,271,3.63
375,White,21,Male,2.04,FALSE,137,134,271,3.75
0145,White,24,Female,2.41,FALSE,137,149,286,2.44
1823,Hispanic,29,Female,1.63,FALSE,155,160,315,3.93
0139,Hispanic,24,Female,3.62,FALSE,141,141,282,3.66
0259,White,23,Trans*,2.45,FALSE,167,155,322,3.23
556,Bi-Racial,27,Female,3.37,TRUE,140,131,271,3
410,White,26,Male,1.82,TRUE,151,132,283,3.5
0647,White,21,Trans*,3.51,FALSE,141,144,285,3.12
0433,Bi-Racial,24,Trans*,2.75,FALSE,150,137,287,3.55
587,White,25,Male,2.09,FALSE,166,139,305,3.05
414,White,20,Trans*,2.41,TRUE,160,138,298,3.16
084,Black,27,Trans*,2.15,FALSE,145,141,286,3.11
508,Black,22,Male,3.1,TRUE,164,142,306,2.99
784,White,24,Trans*,3.27,TRUE,131,134,265,3.87
1259,Hispanic,24,Trans*,1.94,FALSE,137,142,279,2.21
266,White,22,Female,2.96,FALSE,140,132,272,3.88
1038,White,27,Male,3.13,FALSE,153,151,304,3.42
0082,White,22,Trans*,3.44,FALSE,145,164,309,3.3
303,White,26,Trans*,1.58,FALSE,131,133,264,2.15
714,White,24,Male,2.36,TRUE,150,151,301,3.17
0246,White,24,Male,3.16,FALSE,152,163,315,3.68
108,Native,28,Male,2.27,FALSE,162,139,301,2.49
1530,Hispanic,25,Male,2.71,FALSE,135,160,295,2.76
1118,Native,29,Male,3.47,FALSE,163,139,302,2.81
0351,White,20,Trans*,3.96,FALSE,138,155,293,3.92
717,White,22,Trans*,3.61,TRUE,151,132,283,3.93
168,Bi-Racial,30,Trans*,3.2,FALSE,156,136,292,2.86
440,Hispanic,22,Trans*,1.25,FALSE,143,130,273,3.54
1746,Bi-Racial,20,Trans*,2.26,FALSE,170,146,316,2.98
306,Hispanic,27,Female,3.64,FALSE,163,141,304,3.18
1842,White,29,Male,3.02,FALSE,132,150,282,3.93
225,Black,20,Female,2.27,FALSE,130,134,264,3.96
1475,White,25,Trans*,1.76,FALSE,145,139,284,2.94
1364,White,20,Male,1.43,FALSE,134,167,301,2.47
1224,White,26,Female,1.95,FALSE,146,147,293,3.03
0802,Asian,28,Trans*,2.79,FALSE,140,155,295,3.53
218,Hispanic,28,Male,1.59,TRUE,162,134,296,3.16
0934,Hispanic,26,Female,1.84,FALSE,156,165,321,3.33
0405,White,20,Female,3.65,FALSE,148,135,283,3.07
267,White,23,Trans*,2.43,FALSE,145,132,277,2.86
783,White,23,Trans*,2.27,TRUE,146,141,287,3.25
350,Hispanic,30,Male,3.07,FALSE,138,135,273,3.5
129,White,26,Trans*,2.33,FALSE,157,145,302,2.45
1983,Hispanic,26,Trans*,3.83,FALSE,145,166,311,2.97
017,White,25,Female,2.31,TRUE,161,142,303,3.48
0295,White,27,Trans*,3.83,FALSE,144,133,277,3.41
314,White,24,Trans*,2.71,TRUE,154,138,292,3.04
1055,White,29,Trans*,3.71,FALSE,159,158,317,2.28
186,Black,27,Trans*,2.58,FALSE,146,131,277,2.81
1772,Bi-Racial,24,Male,1.55,FALSE,150,138,288,2.64
1824,White,25,Female,1.87,FALSE,130,140,270,3.27
1213,Hispanic,28,Female,2.5,FALSE,130,166,296,2.5
1594,Black,26,Male,2.84,FALSE,145,147,292,3.36
1299,White,20,Male,3.09,FALSE,146,141,287,3.45
056,Hispanic,21,Female,3.22,FALSE,141,142,283,3.04
543,Asian,27,Female,2.9,TRUE,142,132,274,2.93
0518,Hispanic,30,Trans*,3.66,FALSE,141,167,308,2.49
1040,White,23,Trans*,1.62,FALSE,161,161,322,2.86
137,Hispanic,30,Female,2.43,FALSE,166,131,297,2.72
512,Asian,26,Female,2.76,TRUE,164,130,294,3.26
0964,White,26,Female,2.62,FALSE,161,153,314,3.23
469,White,24,Male,2.67,FALSE,139,146,285,3.39
0084,Hispanic,20,Trans*,2.84,FALSE,162,166,328,3.17
1713,White,27,Female,3.37,FALSE,133,142,275,2.33
012,White,29,Female,2.31,TRUE,151,150,301,2.86
0649,Black,26,Male,3.94,FALSE,138,151,289,2.48
0391,White,22,Female,3.21,FALSE,144,133,277,3.11
0181,Hispanic,25,Male,3.27,FALSE,158,151,309,3.99
1870,White,27,Female,2.9,FALSE,142,160,302,3.76
017,White,28,Trans*,1.66,FALSE,141,130,271,3.01
015,White,22,Trans*,2.82,FALSE,158,137,295,3.41
0793,White,25,Female,1.97,FALSE,141,145,286,2.26
1016,White,28,Trans*,2.09,FALSE,138,169,307,2.75
1163,White,28,Female,1.83,FALSE,150,160,310,1.77
1293,Hispanic,26,Male,3.52,FALSE,153,158,311,3.23
1855,Hispanic,24,Male,2.86,FALSE,149,131,280,3.48
0791,Hispanic,25,Trans*,2.37,FALSE,157,162,319,3.02
1400,Asian,27,Trans*,2.17,FALSE,140,154,294,3.24
032,White,29,Female,2.28,TRUE,137,134,271,3.92
647,White,26,Trans*,2.52,FALSE,149,143,292,2.31
1937,White,24,Female,3.5,FALSE,152,149,301,3.28
175,White,26,Female,2.12,TRUE,131,138,269,3.36
1718,White,21,Male,3.91,FALSE,158,164,322,1.33
1622,Hispanic,22,Female,3.29,FALSE,134,148,282,3.63
0164,Hispanic,27,Trans*,2.2,FALSE,150,144,294,2.68
0707,Hispanic,29,Male,2.82,FALSE,149,167,316,2.14
094,White,22,Male,1.83,TRUE,141,141,282,2.95
343,Hispanic,22,Trans*,2.63,FALSE,143,134,277,3.32
1172,Hispanic,20,Female,2.58,FALSE,154,139,293,2.9
0485,White,25,Female,1.35,FALSE,140,153,293,3.98
066,Black,28,Female,2.55,FALSE,148,141,289,2.97
019,Black,27,Female,2.23,FALSE,142,153,295,2.36
0318,Native,28,Male,2.97,FALSE,139,137,276,3.86
045,Hispanic,24,Male,2.25,FALSE,135,136,271,2.7
552,White,22,Trans*,3.52,TRUE,139,131,270,3.3
1501,White,27,Female,1.18,FALSE,168,165,333,3.06
1366,White,25,Trans*,2.98,FALSE,163,149,312,3.26
1346,White,28,Male,3.31,FALSE,162,144,306,3.9
